Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	kmer_content	per_base_sequence_quality	sequence_length_distribution	Sequence length	File type	basic_statistics	per_sequence_gc_content	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
KS27_S1_L003_R1_001	pass	0.0	pass	73.9149874974	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	19938679.0	pass	fail	pass	45.0	76.6048049263	KS27_S1_L003_R1_001.fastq.gz	pass	pass
KS27_S1_L003_R2_001	pass	0.0	pass	73.9222788531	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	19938679.0	pass	fail	pass	45.0	76.910106265	KS27_S1_L003_R2_001.fastq.gz	pass	pass
KS27_S1_L004_R1_001	pass	0.0	pass	73.9280337255	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	19933865.0	pass	fail	pass	45.0	76.4993855255	KS27_S1_L004_R1_001.fastq.gz	pass	pass
KS27_S1_L004_R2_001	pass	0.0	pass	73.9409690494	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	19933865.0	pass	fail	pass	45.0	77.1081376506	KS27_S1_L004_R2_001.fastq.gz	pass	pass
KS28_S3_L001_R1_001	pass	0.0	pass	73.9871221583	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	23603567.0	pass	fail	pass	45.0	75.2177732594	KS28_S3_L001_R1_001.fastq.gz	pass	pass
KS28_S3_L001_R2_001	pass	0.0	pass	73.999160254	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	23603567.0	pass	fail	pass	45.0	76.4002279059	KS28_S3_L001_R2_001.fastq.gz	pass	pass
KS28_S3_L002_R1_001	pass	0.0	pass	73.9965980446	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	23151097.0	pass	fail	pass	45.0	75.9450304164	KS28_S3_L002_R1_001.fastq.gz	pass	pass
KS28_S3_L002_R2_001	pass	0.0	pass	74.0128014236	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	23151097.0	pass	fail	pass	45.0	76.5420062995	KS28_S3_L002_R2_001.fastq.gz	pass	pass
KS28_S3_L003_R1_001	pass	0.0	pass	74.0014249669	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	23507213.0	pass	fail	pass	45.0	76.1406210504	KS28_S3_L003_R1_001.fastq.gz	pass	pass
KS28_S3_L003_R2_001	pass	0.0	pass	74.0082892855	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	23507213.0	pass	fail	pass	45.0	76.7059289977	KS28_S3_L003_R2_001.fastq.gz	pass	pass
KS28_S3_L004_R1_001	pass	0.0	pass	74.0094262407	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	23445614.0	pass	fail	pass	45.0	75.5719515207	KS28_S3_L004_R1_001.fastq.gz	pass	pass
KS28_S3_L004_R2_001	pass	0.0	pass	74.0212776684	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	23445614.0	pass	fail	pass	45.0	76.4651652873	KS28_S3_L004_R2_001.fastq.gz	pass	pass
KS29_S2_L001_R1_001	pass	0.0	pass	73.9874661644	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	19903245.0	pass	fail	pass	45.0	77.0694149064	KS29_S2_L001_R1_001.fastq.gz	pass	pass
KS29_S2_L001_R2_001	pass	0.0	pass	73.9996337281	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	19903245.0	pass	fail	pass	45.0	78.116682434	KS29_S2_L001_R2_001.fastq.gz	pass	pass
KS29_S2_L002_R1_001	pass	0.0	pass	73.9971613065	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	19494884.0	pass	fail	pass	45.0	77.6569366285	KS29_S2_L002_R1_001.fastq.gz	pass	pass
KS29_S2_L002_R2_001	pass	0.0	pass	74.0128280322	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	19494884.0	pass	fail	pass	45.0	78.3637229118	KS29_S2_L002_R2_001.fastq.gz	pass	pass
KS29_S2_L003_R1_001	pass	0.0	pass	74.0020713901	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	19831127.0	pass	fail	pass	45.0	77.8082587822	KS29_S2_L003_R1_001.fastq.gz	pass	pass
KS29_S2_L003_R2_001	pass	0.0	pass	74.009070135	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	19831127.0	pass	fail	pass	45.0	78.0888212475	KS29_S2_L003_R2_001.fastq.gz	pass	pass
KS29_S2_L004_R1_001	pass	0.0	pass	74.0107791224	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	19797994.0	pass	fail	pass	45.0	77.3868801693	KS29_S2_L004_R1_001.fastq.gz	pass	pass
KS29_S2_L004_R2_001	pass	0.0	pass	74.0225448093	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	19797994.0	pass	fail	pass	45.0	78.0320121599	KS29_S2_L004_R2_001.fastq.gz	pass	pass
KS30_S4_L001_R1_001	pass	0.0	pass	73.8910132289	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	25364427.0	pass	fail	pass	45.0	73.4778575067	KS30_S4_L001_R1_001.fastq.gz	pass	pass
KS30_S4_L001_R2_001	pass	0.0	pass	73.9037021022	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	25364427.0	pass	fail	pass	45.0	74.7367573994	KS30_S4_L001_R2_001.fastq.gz	pass	pass
KS30_S4_L002_R1_001	pass	0.0	pass	73.9018395375	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	24865816.0	pass	fail	pass	45.0	74.1012220885	KS30_S4_L002_R1_001.fastq.gz	pass	pass
KS30_S4_L002_R2_001	pass	0.0	pass	73.9186720436	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	24865816.0	pass	fail	pass	45.0	75.0506817093	KS30_S4_L002_R2_001.fastq.gz	pass	pass
KS30_S4_L003_R1_001	pass	0.0	pass	73.9047122568	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	25206988.0	pass	fail	pass	45.0	74.646642966	KS30_S4_L003_R1_001.fastq.gz	pass	pass
KS30_S4_L003_R2_001	pass	0.0	pass	73.9124219839	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	25206988.0	pass	fail	pass	45.0	75.0519291941	KS30_S4_L003_R2_001.fastq.gz	pass	pass
KS30_S4_L004_R1_001	pass	0.0	pass	73.9144151646	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	25171048.0	pass	fail	pass	45.0	74.0813100881	KS30_S4_L004_R1_001.fastq.gz	pass	pass
KS30_S4_L004_R2_001	pass	0.0	pass	73.9266077837	Sanger / Illumina 1.9	fail	pass	warn	35-75	Conventional base calls	pass	warn	25171048.0	pass	fail	pass	45.0	75.0633007578	KS30_S4_L004_R2_001.fastq.gz	pass	pass
