Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	kmer_content	per_base_sequence_quality	sequence_length_distribution	Sequence length	File type	basic_statistics	per_sequence_gc_content	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
KS26_S5_L004_R1_001	pass	0.0	pass	48.7435818625	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	20610886.0	pass	pass	pass	45.0	75.7487721573	KS26_S5_L004_R1_001_trimmed.fq.gz	pass	pass
KS26_S5_L004_R2_001	pass	0.0	pass	48.6953486437	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	20573268.0	pass	pass	pass	45.0	76.5322785592	KS26_S5_L004_R2_001_trimmed.fq.gz	pass	pass
KS27_S1_L001_R1_001	pass	0.0	pass	48.7175714432	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	19936433.0	pass	pass	pass	44.0	75.3730122555	KS27_S1_L001_R1_001_trimmed.fq.gz	pass	pass
KS27_S1_L001_R2_001	pass	0.0	pass	48.6803210856	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	19912943.0	pass	pass	pass	44.0	76.8730954704	KS27_S1_L001_R2_001_trimmed.fq.gz	pass	pass
KS27_S1_L002_R1_001	pass	0.0	pass	48.7257937447	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	19533453.0	pass	pass	pass	44.0	76.1737263069	KS27_S1_L002_R1_001_trimmed.fq.gz	pass	pass
KS27_S1_L002_R2_001	pass	0.0	pass	48.6801362069	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	19503561.0	pass	pass	pass	44.0	77.1396128433	KS27_S1_L002_R2_001_trimmed.fq.gz	pass	pass
KS27_S1_L003_R1_001	pass	0.0	pass	48.7207904787	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	19809919.0	pass	pass	pass	44.0	76.2629963746	KS27_S1_L003_R1_001_trimmed.fq.gz	pass	pass
KS27_S1_L003_R2_001	pass	0.0	pass	48.6795681618	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	19780188.0	pass	pass	pass	44.0	76.8983943242	KS27_S1_L003_R2_001_trimmed.fq.gz	pass	pass
KS27_S1_L004_R1_001	pass	0.0	pass	48.7306259311	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	19805997.0	pass	pass	pass	44.0	76.2703094799	KS27_S1_L004_R1_001_trimmed.fq.gz	pass	pass
KS27_S1_L004_R2_001	pass	0.0	pass	48.6711061884	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	19762564.0	pass	pass	pass	44.0	77.1271949265	KS27_S1_L004_R2_001_trimmed.fq.gz	pass	pass
KS28_S3_L001_R1_001	pass	0.0	pass	48.7767405238	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	23470305.0	pass	pass	pass	44.0	74.9239976331	KS28_S3_L001_R1_001_trimmed.fq.gz	pass	pass
KS28_S3_L001_R2_001	pass	0.0	pass	48.7424540861	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	23447955.0	pass	pass	pass	44.0	76.5181744328	KS28_S3_L001_R2_001_trimmed.fq.gz	pass	pass
KS28_S3_L002_R1_001	pass	0.0	pass	48.7857237801	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	23021108.0	pass	pass	pass	44.0	75.651691731	KS28_S3_L002_R1_001_trimmed.fq.gz	pass	pass
KS28_S3_L002_R2_001	pass	0.0	pass	48.7409856942	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	22990761.0	pass	pass	pass	44.0	76.4562329162	KS28_S3_L002_R2_001_trimmed.fq.gz	pass	pass
KS28_S3_L003_R1_001	pass	0.0	pass	48.7801798472	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	23383402.0	pass	pass	pass	44.0	75.9275947171	KS28_S3_L003_R1_001_trimmed.fq.gz	pass	pass
KS28_S3_L003_R2_001	pass	0.0	pass	48.742493468	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	23352728.0	pass	pass	pass	44.0	76.5625383246	KS28_S3_L003_R2_001_trimmed.fq.gz	pass	pass
KS28_S3_L004_R1_001	pass	0.0	pass	48.7879619113	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	23321277.0	pass	pass	pass	44.0	75.4247949938	KS28_S3_L004_R1_001_trimmed.fq.gz	pass	pass
KS28_S3_L004_R2_001	pass	0.0	pass	48.7313417671	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	23275985.0	pass	pass	pass	44.0	76.5536301467	KS28_S3_L004_R2_001_trimmed.fq.gz	pass	pass
KS29_S2_L001_R1_001	pass	0.0	pass	48.7489801354	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	19801648.0	pass	pass	pass	45.0	76.7987266012	KS29_S2_L001_R1_001_trimmed.fq.gz	pass	pass
KS29_S2_L001_R2_001	pass	0.0	pass	48.7200383723	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	19783029.0	pass	pass	pass	45.0	77.983645583	KS29_S2_L001_R2_001_trimmed.fq.gz	pass	pass
KS29_S2_L002_R1_001	pass	0.0	pass	48.7587151505	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	19395735.0	pass	pass	pass	45.0	77.3717117897	KS29_S2_L002_R1_001_trimmed.fq.gz	pass	pass
KS29_S2_L002_R2_001	pass	0.0	pass	48.7216883099	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	19371989.0	pass	pass	pass	45.0	78.1368700648	KS29_S2_L002_R2_001_trimmed.fq.gz	pass	pass
KS29_S2_L003_R1_001	pass	0.0	pass	48.7544061422	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	19736483.0	pass	pass	pass	45.0	77.4832248032	KS29_S2_L003_R1_001_trimmed.fq.gz	pass	pass
KS29_S2_L003_R2_001	pass	0.0	pass	48.7212669714	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	19711636.0	pass	pass	pass	45.0	77.9329851381	KS29_S2_L003_R2_001_trimmed.fq.gz	pass	pass
KS29_S2_L004_R1_001	pass	0.0	pass	48.762453951	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	19702904.0	pass	pass	pass	45.0	77.1681524168	KS29_S2_L004_R1_001_trimmed.fq.gz	pass	pass
KS29_S2_L004_R2_001	pass	0.0	pass	48.7119067241	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	19665367.0	pass	pass	pass	45.0	78.0430692638	KS29_S2_L004_R2_001_trimmed.fq.gz	pass	pass
KS30_S4_L001_R1_001	pass	0.0	pass	48.686709978	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	25205233.0	pass	pass	pass	44.0	73.3219021179	KS30_S4_L001_R1_001_trimmed.fq.gz	pass	pass
KS30_S4_L001_R2_001	pass	0.0	pass	48.6551388695	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	25180324.0	pass	pass	pass	44.0	74.8182856284	KS30_S4_L001_R2_001_trimmed.fq.gz	pass	pass
KS30_S4_L002_R1_001	pass	0.0	pass	48.6967114417	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	24711163.0	pass	pass	pass	44.0	73.9403476567	KS30_S4_L002_R1_001_trimmed.fq.gz	pass	pass
KS30_S4_L002_R2_001	pass	0.0	pass	48.6550335568	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	24677580.0	pass	pass	pass	44.0	74.9093086112	KS30_S4_L002_R2_001_trimmed.fq.gz	pass	pass
KS30_S4_L003_R1_001	pass	0.0	pass	48.6907625472	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	25057492.0	pass	pass	pass	44.0	74.4781930649	KS30_S4_L003_R1_001_trimmed.fq.gz	pass	pass
KS30_S4_L003_R2_001	pass	0.0	pass	48.6565873529	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	25024521.0	pass	pass	pass	44.0	75.0136800005	KS30_S4_L003_R2_001_trimmed.fq.gz	pass	pass
KS30_S4_L004_R1_001	pass	0.0	pass	48.6993567188	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	25021404.0	pass	pass	pass	44.0	73.9852690456	KS30_S4_L004_R1_001_trimmed.fq.gz	pass	pass
KS30_S4_L004_R2_001	pass	0.0	pass	48.6454907342	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	24970817.0	pass	pass	pass	44.0	75.0964219171	KS30_S4_L004_R2_001_trimmed.fq.gz	pass	pass
